model,timestamp,seed,accuracy,f1_macro,f1_micro,precision_macro,precision_micro,recall_macro,recall_micro,duration_training,duration_testing,performance_full,hyperparameters_full,author,notes
Single_Perceptron_Word2Vec,1730748805.846748,123,0.97117903930131,0.9711788414481594,0.9711788414481594,0.9711919779647273,0.9711919779647273,0.97117903930131,0.97117903930131,0.13425493240356445,0.014202117919921875,"{'Not Bot': {'precision': 0.9687228496959166, 'recall': 0.9737991266375546, 'f1-score': 0.9712543554006969, 'support': 3435.0}, 'Bot': {'precision': 0.9736611062335382, 'recall': 0.9685589519650655, 'f1-score': 0.9711033274956218, 'support': 3435.0}, 'accuracy': 0.97117903930131, 'macro avg': {'precision': 0.9711919779647273, 'recall': 0.97117903930131, 'f1-score': 0.9711788414481594, 'support': 6870.0}, 'weighted avg': {'precision': 0.9711919779647273, 'recall': 0.97117903930131, 'f1-score': 0.9711788414481594, 'support': 6870.0}}",{'seed': 123},Noah Sher,
